#SYMBOL;#TYPE;#NOTUSED;#NOTUSED;#COMMENT
#READ;;;;
HEADER.Teil_Aktuell_Daten.Res_128_999[242];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[243];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[244];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[245];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[246];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[247];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[248];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[249];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[250];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[251];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[252];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[253];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[254];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[255];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[256];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[257];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[258];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[259];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[260];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[261];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[262];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[263];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[264];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[265];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[266];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[267];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[268];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[269];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[270];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[271];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[272];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[273];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[274];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[275];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[276];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[277];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[278];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[279];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[280];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[281];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[282];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[283];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[284];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[285];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[286];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[287];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[288];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[289];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[290];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[291];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[292];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[293];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[294];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[295];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[296];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[297];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[298];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[299];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[300];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[301];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[302];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[303];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[304];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[305];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[306];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[307];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[308];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[309];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[310];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[311];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[312];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[313];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[314];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[315];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[316];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[317];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[318];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[319];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[320];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[321];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[322];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[323];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[324];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[325];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[326];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[327];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[328];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[329];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[330];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[331];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[332];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[333];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[334];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[335];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[336];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[337];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[338];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[339];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[340];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[341];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[342];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[343];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[344];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[345];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[346];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[347];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[348];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[349];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[350];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[351];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[352];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[353];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[354];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[355];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[356];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[357];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[358];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[359];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[360];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[361];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[362];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[363];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[364];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[365];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[366];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[367];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[368];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[369];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[370];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[371];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[372];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[373];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[374];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[375];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[376];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[377];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[378];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[379];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[380];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[381];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[382];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[383];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[384];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[385];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[386];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[387];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[388];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[389];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[390];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[391];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[392];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[393];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[394];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[395];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[396];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[397];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[398];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[399];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[400];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[401];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[402];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[403];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[404];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[405];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[406];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[407];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[408];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[409];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[410];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[411];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[412];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[413];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[414];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[415];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[416];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[417];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[418];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[419];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[420];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[421];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[422];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[423];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[424];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[425];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[426];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[427];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[428];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[429];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[430];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[431];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[432];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[433];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[434];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[435];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[436];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[437];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[438];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[439];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[440];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[441];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[442];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[443];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[444];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[445];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[446];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[447];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[448];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[449];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[450];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[451];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[452];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[453];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[454];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[455];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[456];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[457];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[458];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[459];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[460];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[461];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[462];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[463];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[464];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[465];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[466];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[467];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[468];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[469];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[470];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[471];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[472];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[473];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[474];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[475];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[476];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[477];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[478];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[479];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[480];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[481];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[482];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[483];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[484];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[485];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[486];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[487];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[488];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[489];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[490];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[491];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[492];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[493];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[494];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[495];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[496];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[497];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[498];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[499];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[500];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[501];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[502];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[503];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[504];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[505];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[506];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[507];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[508];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[509];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[510];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[511];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[512];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[513];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[514];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[515];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[516];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[517];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[518];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[519];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[520];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[521];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[522];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[523];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[524];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[525];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[526];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[527];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[528];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[529];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[530];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[531];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[532];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[533];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[534];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[535];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[536];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[537];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[538];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[539];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[540];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[541];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[542];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[543];BYTE;B#16#0;B#16#0;
HEADER.Teil_Aktuell_Daten.Res_128_999[544];BYTE;B#16#0;B#16#0;
